Id,Season,SiteId,Site,Nestbox,CH1903X,CH1903Y,CH1903Altitude,WGS84Latitude,WGS84Longitude,WGS84Altitude,LayingDate,LayingDateErrorMargin,PredictedLayingDate,PredictedLayingDateErrorMargin,MaleRing,FemaleRing,FailureReason,FailureDate,SizeOriginally,SizeAfterCrossFostering,IncompleteEggCount,HatchSizeBiolObserved,HatchSizeBiolSupposed,HatchSizeRaisedObserved,HatchSizeRaisedSupposed,UnhatchedEggs,InfertileEggs,DeadEmbryos,AbandonedEggs,BrokenEggs,Fledglings,AnnClutchBySite,AnnClutchByMale,AnnClutchByFemale,CrossFostered,CrossFosteredPartial,ClutchIdRaised1,ClutchIdRaised2,ClutchIdRaised3,EggsTakenForCrossFostering,CrossFosteringType,SuccessfulClutchNumberByNestbox,SuccessfulClutchNumberBySite,SuccessfulClutchNumberByMaleRing,SuccessfulClutchNumberByFemaleRing,AttemptedClutchNumberByNestbox,AttemptedClutchNumberBySite,AttemptedClutchNumberByMaleRing,AttemptedClutchNumberByFemaleRing,BornEggs,BornAliveEggs,BornDeadEggs,BornDeadEggsUnspecified,BornDeadEggsInfertile,BornDeadEggsEmbryo,BornDeadEggsAbandoned,BornDeadEggsBroken,BornUnobservedEggs,RaisedEggs,RaisedAliveEggs,RaisedDeadEggs,RaisedDeadEggsUnspecified,RaisedDeadEggsInfertile,RaisedDeadEggsEmbryo,RaisedDeadEggsAbandoned,RaisedDeadEggsBroken,RaisedUnobservedEggs,BornBirds,BornNestlingsEstimated,BornNestlingsObserved,BornFledglingsEstimated,BornFledglingsObserved,BornAdultsEstimated,BornAdultsObserved,HatchBirds,HatchNestlingsEstimated,HatchNestlingsObserved,HatchFledglingsEstimated,HatchFledglingsObserved,HatchAdultsEstimated,HatchAdultsObserved,RaisedBirds,RaisedNestlingsEstimated,RaisedNestlingsObserved,RaisedFledglingsEstimated,RaisedFledglingsObserved,RaisedAdultsEstimated,RaisedAdultsObserved
31,1990,79,Montet,79A,,,,,,,27/04/1990,,,,865173,862841,,,8,8,,8,,8,,0,0,0,,,3,1,1,1,0,,31,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,6,6,6,3,0,3,0,6,6,6,3,0,3,0,6,6,6,3,0,3,0
32,1990,81,Morat,81,,,,,,,27/04/1990,,,,,,,,,,,,,,,0,,,,,4,1,,,0,,32,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,6,0,6,0
33,1990,82,Morens_old,82C,,,,,,,01/01/1990,,,,,862881,,,6,6,,,,,,,,,,,0,1,,1,0,,,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1990,89,Oleyres,89A,,,,,,,11/04/1990,,,,,861487,,,8,8,,8,,8,,0,0,0,,,4,1,,1,0,,34,,,,,2,2,,1,2,2,,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,6,6,6,4,0,4,0,6,6,6,4,0,4,0,6,6,6,4,0,4,0
35,1990,89,Oleyres,89A,,,,,,,01/01/1990,,,,,,,,6,6,,,,,,,,,,,0,2,,,0,,,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1990,90,Payerne BF,90,,,,,,,02/04/1990,,,,,862894,,,,,,,,,,0,,,,,3,1,,1,0,,36,,,,,1,1,,1,1,1,,1,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
37,1990,91,Payerne Chomiau,91D,,,,,,,08/04/1990,,,,,862781,,,,,,,,,,0,,,,,3,1,,1,0,,37,,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,3,0,3,0,5,5,5,3,0,3,0,5,5,5,3,0,3,0
38,1990,99,Rueyres Palud,99B,,,,,,,07/05/1990,,,,,862783,,,7,7,,6,,6,,1,,,,,3,1,,1,0,,38,,,,,1,1,,1,1,1,,1,7,6,1,1,0,0,0,0,7,7,6,1,1,0,0,0,0,7,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
39,1990,101,Rueyres Vuidiere,101,,,,,,,06/05/1990,,,,865359,865358,,,6,6,,6,,6,,0,0,0,,,0,1,1,1,0,,39,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,0,0,0,0,6,6,6,0,0,0,0,6,6,6,0,0,0,0
40,1990,106,Sassel,106A,,,,,,,22/04/1990,,,,862868,865174,,,8,8,,8,,8,,0,0,0,,,4,1,1,1,0,,40,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
41,1990,105,Sauge,105A,,,,,,,01/01/1990,,,,,830181,,,,,,,,,,,,,,,0,1,,1,0,,,,,,,1,1,,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1990,105,Sauge,105A,,,,,,,04/07/1990,,,,,830181,,,7,7,,7,,7,,0,0,0,,,3,2,,3,0,,42,,,,,2,2,,2,2,2,,2,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,6,6,6,3,0,3,0,6,6,6,3,0,3,0,6,6,6,3,0,3,0
43,1990,109,StAubin Geigy,109,,,,,,,23/04/1990,,,,,,,,5,5,,5,,5,,0,0,0,,,4,1,,,0,,43,,,,,1,1,,,1,1,,,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
44,1990,111,StAubin MB,111,,,,,,,01/04/1990,,,,,865301,,,,,,,,,,0,,,,,4,1,,1,0,,44,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,4,0,4,0,6,6,6,4,0,4,0,6,6,6,4,0,4,0
45,1990,111,StAubin MB,111,,,,,,,21/07/1990,,,,,,,,5,5,,,,,,,,,,,0,2,,,0,,,,,,,2,2,,,2,2,,,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1990,113,StAubin Village,113,,,,,,,23/05/1990,,,,,,,,,,,,,,,0,,,,,6,1,,,0,,46,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,6,0,6,0
47,1990,117,Vallon51,117B,,,,,,,13/05/1990,,,,859807,859804,,,6,6,,6,,6,,0,0,0,,,5,1,1,1,0,,47,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
48,1990,118,Vers-Chez-Perrin,118B,,,,,,,30/04/1990,,,,,865167,,,7,7,,7,,7,,0,0,0,,,1,1,,1,0,,48,,,,,1,1,,1,1,1,,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,4,4,4,1,0,1,0,4,4,4,1,0,1,0,4,4,4,1,0,1,0
49,1990,119,Vesin,119A,,,,,,,27/03/1990,,,,,860243,,,,,,,,,,0,,,,,4,1,,1,0,,49,,,,,1,1,,1,1,1,,1,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
50,1990,120,Villars-Epeney,120,,,,,,,06/04/1990,,,,,865315,,,,,,,,,,0,,,,,4,1,,1,0,,50,,,,,1,1,,1,1,1,,1,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
51,1990,120,Villars-Epeney,120,,,,,,,24/07/1990,,,,,,,,5,5,,,,,,,,,,,0,2,,,0,,51,,,,,2,2,,,2,2,,,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,2,2,2,0,0,0,0,2,2,2,0,0,0,0,2,2,2,0,0,0,0
52,1990,189,Villars-le-Grand Vieux,189B,,,,,,,03/05/1990,,,,,827798,,,5,5,,5,,5,,0,0,0,,,3,1,,1,0,,52,,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
53,1990,122,Villeneuve LaVillaire,122B,,,,,,,23/03/1990,,,,,862700,,,,,,,,,,0,,,,,5,1,,1,0,,53,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,5,0,5,0
54,1990,122,Villeneuve LaVillaire,122B,,,,,,,25/07/1990,,,,,862700,,,6,6,,,,,,,,,,,0,2,,2,0,,,,,,,2,2,,2,2,2,,2,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1990,127,Yvonand,127,,,,,,,31/03/1990,,,,,865316,,,,,,,,,,0,,,,,3,1,,1,0,,55,,,,,1,1,,1,1,1,,1,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,3,3,2,3,0,3,3,3,3,2,3,0,3,3,3,3,2,3,0
56,1990,127,Yvonand,127,,,,,,,22/07/1990,,,,,,,,,,,,,,,,,,,,0,2,,,0,,,,,,,2,2,,,2,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1991,2,Autavaux Moillets,2,,,,,,,16/05/1991,,,,,861492,,,4,4,,3,,3,,1,,,,,3,1,,1,0,,57,,,,,1,1,,1,1,1,,1,4,3,1,1,0,0,0,0,4,4,3,1,1,0,0,0,0,4,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
58,1991,4,Avenches HNE,4,,,,,,,17/05/1991,,,,,865025,,,,,,,,,,2,,,,,4,1,,1,0,,58,,,,,1,1,,1,1,1,,1,6,4,2,2,0,0,0,0,6,6,4,2,2,0,0,0,0,6,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
59,1991,6,Avenches Rueyres,6,,,,,,,02/05/1991,,,,,865757,,,6,6,,6,,6,,0,0,0,,,5,1,,1,0,,59,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,5,1,5,1,6,6,6,5,1,5,1,6,6,6,5,1,5,1
60,1991,8,Avenches Vuagere,8B,,,,,,,01/01/1991,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1991,9,Bellechasse,9A,,,,,,,06/06/1991,,,,,865725,,,6,6,,6,,6,,0,0,0,,,4,1,,1,0,,61,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
62,1991,12,Bellerive,12A,,,,,,,19/04/1991,,,,,865634,,,6,6,,4,,4,,2,,,,,4,1,,1,0,,62,,,,,1,1,,1,1,1,,1,6,4,2,2,0,0,0,0,6,6,4,2,2,0,0,0,0,6,4,4,4,3,0,3,0,4,4,4,3,0,3,0,4,4,4,3,0,3,0
63,1991,13,Bussy,13A,,,,,,,28/05/1991,,,,860169,865782,,,5,5,,4,,4,,1,,,,,4,1,1,1,0,,63,,,,,1,1,1,1,1,1,1,1,5,4,1,1,0,0,0,0,5,5,4,1,1,0,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
64,1991,20,Chesard,20A,,,,,,,21/04/1991,,,,,862200,,,5,5,,5,,5,,0,0,0,,,4,1,,1,0,,64,,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,4,0,4,0
65,1991,21,Chevroux,21B,,,,,,,10/05/1991,,,,,865358,,,5,5,,4,,4,,1,,,,,3,1,,1,0,,65,,,,,1,1,,1,1,1,,1,5,4,1,1,0,0,0,0,5,5,4,1,1,0,0,0,0,5,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
66,1991,31,Corges,31B,,,,,,,11/05/1991,,,,,862729,,,7,7,,7,,7,,0,0,0,,,5,1,,1,0,,66,,,,,1,1,,1,1,1,,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,5,0,5,0
67,1991,37,Curtilles Prevondens,37A,,,,,,,15/04/1991,,,,,859937,,,3,3,,3,,3,,0,0,0,,,3,1,,1,0,,67,,,,,1,1,,1,1,1,,1,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
68,1991,43,Dompierre Monney Medart,43C,,,,,,,12/04/1991,,,,,862728,,,5,5,,5,,5,,0,0,0,,,5,1,,1,0,,68,,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
69,1991,48,Fetigny,48,,,,,,,19/05/1991,,,,862963,862742,,,4,4,,4,,4,,0,0,0,,,4,1,1,1,0,,69,,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
70,1991,50,Forel Gotta,50,,,,,,,01/01/1991,,,,,,,,4,4,,3,,3,,1,,,,,3,1,,,0,,,,,,,1,1,,,1,1,,,4,3,1,1,0,0,0,0,4,4,3,1,1,0,0,0,0,4,3,3,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,3,0,0
71,1991,52,Frasses,52B,,,,,,,22/06/1991,,,,,,,,5,5,,,,,,,,,,,0,1,,,0,,71,,,,,2,2,,,2,2,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,2,6,0,6,6,6,6,2,6,0,6,6,6,6,2,6,0
72,1991,52,Frasses,52B,,,,,,,21/06/1991,,,,,,,,,,,,,,,,,,,,6,2,,,0,,,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,0,0,6,6,6,6,6,0,0
73,1991,58,Granges Bochet,58B,,,,,,,12/05/1991,,,,,,,,6,6,,,,,,,,,,,0,1,,,0,,,,,,,1,1,,,1,1,,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1991,62,Granges-Sous-Trey,62B,,,,,,,20/04/1991,,,,,860177,,,6,6,,6,,6,,0,0,0,,,5,1,,1,0,,74,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,5,0,5,0
75,1991,66,Jeuss,66C,,,,,,,26/05/1991,,,,,865492,,,7,7,,6,,6,,1,,,,,4,1,,1,0,,75,,,,,1,1,,1,1,1,,1,7,6,1,1,0,0,0,0,7,7,6,1,1,0,0,0,0,7,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
76,1991,75,Missy Teddy,75,,,,,,,21/05/1991,,,,,865499,,,5,5,,5,,5,,0,0,0,,,5,1,,1,0,,76,,,,,1,1,,1,1,1,,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
77,1991,79,Montet,79A,,,,,,,02/05/1991,,,,865173,859947,,,7,7,,7,,7,,0,0,0,,,6,1,1,1,0,,77,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,6,0,6,0,7,7,7,6,0,6,0,7,7,7,6,0,6,0
78,1991,89,Oleyres,89A,,,,,,,18/05/1991,,,,,865774,,,9,9,,6,,6,,3,,,,,5,1,,1,0,,78,,,,,1,1,,1,1,1,,1,9,6,3,3,0,0,0,0,9,9,6,3,3,0,0,0,0,9,6,6,6,5,0,5,0,6,6,6,5,0,5,0,6,6,6,5,0,5,0
79,1991,90,Payerne BF,90,,,,,,,05/05/1991,,,,865359,823934,,,6,6,,5,,5,,1,,,,,4,1,1,1,0,,79,,,,,1,1,1,1,1,1,1,1,6,5,1,1,0,0,0,0,6,6,5,1,1,0,0,0,0,6,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,4,0,4,0
80,1991,91,Payerne Chomiau,91D,,,,,,,21/04/1991,,,,,862894,,,3,3,,2,,2,,2,,,,,1,1,,1,0,,80,,,,,1,1,,1,1,1,,1,3,1,2,2,0,0,0,0,3,3,1,2,2,0,0,0,0,3,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
81,1991,91,Payerne Chomiau,91D,,,,,,,19/07/1991,,,,,862894,,,,,,,,,,1,,,,,4,2,,2,0,,81,,,,,2,2,,2,2,2,,2,5,4,1,1,0,0,0,0,5,5,4,1,1,0,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
82,1991,95,Portalban,95C,,,,,,,06/05/1991,,,,859929,862721,,,6,6,,6,,6,,0,0,0,,,4,1,1,1,0,,82,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,4,0,4,0,6,6,6,4,0,4,0,6,6,6,4,0,4,0
83,1991,97,RessudensVieux,97,,,,,,,02/06/1991,,,,865541,865771,,,8,8,,5,,5,,3,,,,,5,1,1,1,0,,83,,,,,1,1,1,1,1,1,1,1,8,5,3,3,0,0,0,0,8,8,5,3,3,0,0,0,0,8,5,5,5,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,1,5,1
84,1991,99,Rueyres Palud,99B,,,,,,,17/05/1991,,,,859932,862783,,,5,5,,5,,5,,0,0,0,,,5,1,1,1,0,,84,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
85,1991,105,Sauge,105A,,,,,,,20/05/1991,,,,,830181,,,6,6,,6,,6,,0,0,0,,,0,1,,1,0,,85,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,6,0,6,0,6,6,6,6,0,6,0,6,6,6,6,0,6,0
86,1991,111,StAubin MB,111,,,,,,,01/05/1991,,,,865798,865301,,,5,5,,5,,5,,0,0,0,,,5,1,1,1,0,,86,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
87,1991,122,Villeneuve LaVillaire,122B,,,,,,,05/04/1991,,,,,865617,,,,,,,,,,0,,,,,4,1,,1,0,,87,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,4,1,4,1,6,6,6,4,1,4,1,6,6,6,4,1,4,1
88,1991,120,Villars-Epeney,120,,,,,,,01/01/1991,,,,,865315,,,4,4,,,,,,0,,,,,0,1,,1,0,,,,,,,1,1,,1,1,1,,1,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1992,2,Autavaux Moillets,2,,,,,,,04/05/1992,,,,871009,871008,,,5,5,,5,,5,,0,0,0,,,4,1,1,1,0,,89,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
90,1992,4,Avenches HNE,4,,,,,,,07/05/1992,,,,862838,865025,,,5,5,,5,,5,,0,0,0,,,3,1,1,1,0,,90,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,3,0,3,0,5,5,5,3,0,3,0,5,5,5,3,0,3,0
91,1992,6,Avenches Rueyres,6,,,,,,,15/06/1992,,,,871046,864492,,,5,5,,5,,5,,0,0,0,,,4,1,1,1,0,,91,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
92,1992,8,Avenches Vuagere,8B,,,,,,,05/05/1992,,,,864453,865740,,,5,5,,5,,5,,0,0,0,,,4,1,1,1,0,,92,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,4,0,4,0,5,5,5,4,0,4,0,5,5,5,4,0,4,0
93,1992,9,Bellechasse,9A,,,,,,,15/05/1992,,,,865963,860297,,,5,5,,4,,4,,1,,,,,4,1,1,1,0,,93,,,,,1,1,1,1,1,1,1,1,5,4,1,1,0,0,0,0,5,5,4,1,1,0,0,0,0,5,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
94,1992,12,Bellerive,12A,,,,,,,04/05/1992,,,,865827,865634,,,,7,,,,,,0,,,,,4,1,1,1,0,,94,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
95,1992,13,Bussy,13A,,,,,,,08/05/1992,,,,860169,865782,,,5,5,,5,,5,,0,0,0,,,3,1,1,1,0,,95,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,3,1,3,1,5,5,5,3,1,3,1,5,5,5,3,1,3,1
96,1992,20,Chesard,20A,,,,,,,14/05/1992,,,,860198,871007,,,5,5,,5,,5,,0,0,0,,,5,1,1,1,0,,96,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,1,5,1
97,1992,21,Chevroux,21B,,,,,,,08/05/1992,,,,858925,865358,,,5,5,,4,,4,,1,,,,,2,1,1,1,0,,97,,,,,1,1,1,1,1,1,1,1,5,4,1,1,0,0,0,0,5,5,4,1,1,0,0,0,0,5,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,0
98,1992,39,Delley Vieux,39,,,,,,,11/05/1992,,,,,862721,,,6,6,,,,,,0,,,,,2,1,,1,0,,98,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,2,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,0
99,1992,43,Dompierre Monney Medart,43,,,,,,,02/05/1992,,,,865327,859943,,,6,6,,5,,5,,1,,,,,5,1,1,1,0,,99,,,,,1,1,1,1,1,1,1,1,6,5,1,1,0,0,0,0,6,6,5,1,1,0,0,0,0,6,5,5,5,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,1,5,1
100,1992,48,Fetigny,48,,,,,,,11/05/1992,,,,862963,862742,,,4,4,,4,,4,,0,0,0,,,4,1,1,1,0,,100,,,,,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,1,4,1,4,4,4,4,1,4,1,4,4,4,4,1,4,1
101,1992,52,Frasses,52B,,,,,,,21/04/1992,,,,862890,,,,6,6,,6,,6,,0,0,0,,,3,1,1,,0,,101,,,,,1,1,1,,1,1,1,,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,0
102,1992,62,Granges-Sous-Trey,62B,,,,,,,04/05/1992,,,,863658,860177,,,6,6,,6,,6,,0,0,0,,,4,1,1,1,0,,102,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,4,1,4,1,5,5,5,4,1,4,1,5,5,5,4,1,4,1
103,1992,63,Granges Vesin39,63,,,,,,,15/05/1992,,,,863667,865815,,,7,7,,4,,4,,3,,,,,4,1,1,1,0,,103,,,,,1,1,1,1,1,1,1,1,7,4,3,3,0,0,0,0,7,7,4,3,3,0,0,0,0,7,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
104,1992,66,Jeuss,66C,,,,,,,01/01/1992,,,,,865492,,,6,6,,6,,6,,0,0,0,,,4,1,,1,0,,,,,,,1,1,,1,1,1,,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,6,6,6,4,4,0,0,6,6,6,4,4,0,0,6,6,6,4,4,0,0
105,1992,75,Missy Teddy,75,,,,,,,29/04/1992,,,,843786,865499,,,5,5,,5,,5,,0,0,0,,,3,1,1,1,0,,105,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,2
106,1992,91,Payerne Chomiau,91D,,,,,,,08/05/1992,,,,858930,862894,,,6,6,,5,,5,,1,,,,,5,1,1,1,0,,106,,,,,1,1,1,1,1,1,1,1,6,5,1,1,0,0,0,0,6,6,5,1,1,0,0,0,0,6,5,5,5,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,1,5,1
107,1992,97,RessudensVieux,97,,,,,,,08/05/1992,,,,865541,865762,,,7,7,,7,,7,,0,0,0,,,5,1,1,1,0,,107,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,5,0,5,0,7,7,7,5,0,5,0,7,7,7,5,0,5,0
108,1992,99,Rueyres Palud,99B,,,,,,,30/04/1992,,,,859932,862783,,,6,6,,6,,6,,0,0,0,,,5,1,1,1,0,,108,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,6,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,5,5,0,5,0
